Label (Grouping),Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Puerto Rico
Total:,"5,024,279","733,391","7,151,502","3,011,524","39,538,223","5,773,714","3,605,944","989,948","689,545","21,538,187","10,711,908","1,455,271","1,839,106","12,812,508","6,785,528","3,190,369","2,937,880","4,505,836","4,657,757","1,362,359","6,177,224","7,029,917","10,077,331","5,706,494","2,961,279","6,154,913","1,084,225","1,961,504","3,104,614","1,377,529","9,288,994","2,117,522","20,201,249","10,439,388","779,094","11,799,448","3,959,353","4,237,256","13,002,700","1,097,379","5,118,425","886,667","6,910,840","29,145,505","3,271,616","643,077","8,631,393","7,705,281","1,793,716","5,893,718","576,851","3,285,874"
